player_names,minutes_played,goals_scored,assists,yellow_cards,red_cards,player_ratings,Month,Day,Opponent
Álvaro Fernández,23.0,0.0,0.0,0.0,0.0,6.2,Feb,4,Gil Vicente
Beni,82.0,0.0,0.0,0.0,0.0,6.4,Mar,3,Gil Vicente
Beni,26.0,0.0,0.0,0.0,0.0,6.1,Feb,24,Vitoria de Guimaraes
Beni,58.0,0.0,0.0,0.0,0.0,6.6,Feb,18,Arouca
Beni,60.0,0.0,0.0,0.0,0.0,6.6,Feb,11,Rio Ave
Beni,87.0,0.0,0.0,0.0,0.0,7.0,Feb,5,Boavista
Beni,86.0,0.0,0.0,0.0,0.0,6.4,Jan,29,Sporting CP
Sidney Lima,90.0,0.0,0.0,0.0,0.0,6.7,Aug,31,AVS Futebol SAD
Sidney Lima,90.0,0.0,0.0,0.0,0.0,7.5,Aug,24,Casa Pia AC
Sidney Lima,90.0,0.0,0.0,0.0,0.0,7.2,Aug,16,FC Porto
Sidney Lima,90.0,0.0,0.0,0.0,0.0,7.1,Aug,11,Estoril
Sidney Lima,90.0,0.0,0.0,0.0,0.0,7.1,Feb,29,FC Porto
Sidney Lima,91.0,0.0,0.0,1.0,0.0,7.1,Jan,11,Nacional
Sidney Lima,90.0,0.0,0.0,0.0,0.0,6.7,Aug,31,AVS Futebol SAD
Sidney Lima,90.0,0.0,0.0,0.0,0.0,7.5,Aug,24,Casa Pia AC
Sidney Lima,90.0,0.0,0.0,0.0,0.0,7.2,Aug,16,FC Porto
Sidney Lima,90.0,0.0,0.0,0.0,0.0,7.1,Aug,11,Estoril
Sidney Lima,90.0,0.0,0.0,0.0,0.0,7.1,Feb,29,FC Porto
Sidney Lima,91.0,0.0,0.0,1.0,0.0,7.1,Jan,11,Nacional
Bright Arrey-Mbi,71.0,0.0,0.0,0.0,0.0,6.2,May,19,Holstein Kiel
Bright Arrey-Mbi,90.0,0.0,0.0,0.0,0.0,7.3,May,12,Karlsruher SC
Bright Arrey-Mbi,90.0,0.0,0.0,0.0,0.0,7.4,May,5,Paderborn
Bright Arrey-Mbi,90.0,0.0,0.0,0.0,0.0,7.7,Apr,26,Hertha BSC
Bright Arrey-Mbi,90.0,0.0,0.0,0.0,0.0,7.4,Apr,14,Eintracht Braunschweig
Bright Arrey-Mbi,90.0,0.0,0.0,1.0,0.0,6.8,Apr,7,Schalke
Bright Arrey-Mbi,90.0,0.0,0.0,0.0,0.0,6.9,Mar,31,Magdeburg
Bright Arrey-Mbi,90.0,0.0,0.0,0.0,0.0,7.0,Mar,26,Israel U
Bright Arrey-Mbi,90.0,0.0,0.0,0.0,0.0,7.0,Mar,22,Kosovo U
Bright Arrey-Mbi,90.0,0.0,0.0,0.0,0.0,6.8,Mar,16,Kaiserslautern
Bright Arrey-Mbi,90.0,0.0,0.0,0.0,0.0,6.8,Mar,9,Wehen Wiesbaden
Bright Arrey-Mbi,90.0,0.0,0.0,0.0,0.0,6.0,Feb,9,Hamburger SV
Bright Arrey-Mbi,1.0,0.0,0.0,0.0,0.0,7.0,Feb,4,Hansa Rostock
Bright Arrey-Mbi,8.0,0.0,0.0,0.0,0.0,7.0,Jan,20,Elversberg
Matheus,90.0,0.0,0.0,0.0,0.0,6.5,May,11,Vitoria de Guimaraes
Matheus,90.0,0.0,0.0,0.0,0.0,7.6,May,5,Casa Pia AC
Matheus,90.0,0.0,0.0,0.0,0.0,6.6,Apr,27,Benfica
Matheus,90.0,0.0,0.0,0.0,0.0,6.2,Apr,20,Vizela
Matheus,90.0,0.0,0.0,0.0,0.0,6.7,Apr,13,Estoril
Matheus,90.0,0.0,0.0,0.0,0.0,7.3,Apr,6,Arouca
Matheus,90.0,0.0,0.0,0.0,0.0,6.6,Apr,1,Portimonense
Matheus,90.0,0.0,0.0,0.0,0.0,6.6,Mar,16,Gil Vicente
Matheus,90.0,0.0,0.0,0.0,0.0,8.1,Mar,9,Rio Ave
Matheus,90.0,0.0,0.0,0.0,0.0,7.0,Mar,2,Estrela da Amadora
Matheus,90.0,0.0,0.0,0.0,0.0,7.7,Feb,26,Boavista
Matheus,120.0,0.0,0.0,0.0,0.0,7.8,Feb,22,Qarabag FK
Matheus,90.0,0.0,0.0,1.0,0.0,6.5,Feb,18,Farense
Matheus,90.0,0.0,0.0,0.0,0.0,4.4,Feb,15,Qarabag FK
Matheus,90.0,0.0,0.0,0.0,0.0,4.2,Feb,11,Sporting CP
Matheus,90.0,0.0,0.0,0.0,0.0,7.2,Feb,4,Moreirense
Matheus,90.0,0.0,0.0,0.0,0.0,6.2,Jan,31,Chaves
Matheus,120.0,0.0,0.0,0.0,0.0,7.0,Jan,27,Estoril
Matheus,90.0,0.0,0.0,0.0,0.0,7.0,Jan,23,Sporting CP
Matheus,90.0,0.0,0.0,0.0,0.0,7.9,Jan,18,Famalicao
Tomas Handel,90.0,0.0,0.0,0.0,0.0,7.2,May,18,Arouca
Tomas Handel,90.0,0.0,0.0,1.0,0.0,6.8,May,4,Rio Ave
Tomas Handel,90.0,1.0,0.0,0.0,0.0,8.1,Apr,27,Boavista
Tomas Handel,90.0,0.0,0.0,0.0,0.0,6.8,Apr,21,Sporting CP
Tomas Handel,90.0,0.0,0.0,0.0,0.0,7.2,Apr,17,FC Porto
Tomas Handel,69.0,0.0,0.0,0.0,0.0,7.0,Apr,13,Farense
Tomas Handel,45.0,0.0,0.0,0.0,0.0,6.2,Apr,7,FC Porto
Tomas Handel,90.0,0.0,0.0,0.0,0.0,7.2,Apr,3,FC Porto
Tomas Handel,90.0,0.0,0.0,0.0,0.0,7.6,Mar,30,Moreirense
Tomas Handel,83.0,0.0,0.0,0.0,0.0,7.2,Mar,17,Chaves
Tomas Handel,90.0,0.0,0.0,0.0,0.0,6.8,Mar,9,Famalicao
Tomas Handel,90.0,0.0,0.0,1.0,0.0,6.5,Mar,2,Estoril
Tomas Handel,83.0,0.0,0.0,0.0,0.0,7.6,Feb,24,Casa Pia AC
Tomas Handel,90.0,0.0,0.0,0.0,0.0,7.3,Feb,11,Benfica
Tomas Handel,90.0,0.0,2.0,0.0,0.0,7.2,Feb,8,Gil Vicente
Tomas Handel,90.0,0.0,0.0,1.0,0.0,6.9,Feb,4,Vizela
Tomas Handel,90.0,0.0,0.0,0.0,0.0,7.3,Jan,28,Gil Vicente
Tomas Handel,90.0,0.0,0.0,0.0,0.0,7.2,Jan,21,Estrela da Amadora
Tomas Handel,90.0,0.0,0.0,0.0,0.0,7.9,Jan,15,Arouca
Tomas Handel,27.0,0.0,0.0,0.0,0.0,7.2,Jan,11,Penafiel
Joao Mendes,90.0,0.0,0.0,0.0,0.0,7.3,May,4,Chaves
Joao Mendes,2.0,0.0,0.0,0.0,0.0,7.1,Jan,28,Farense
Joao Mendes,90.0,0.0,0.0,0.0,0.0,7.3,May,4,Chaves
Joao Mendes,2.0,0.0,0.0,0.0,0.0,7.1,Jan,28,Farense
Martim Fernandes,89.0,0.0,1.0,0.0,0.0,7.7,Apr,28,Sporting CP
Martim Fernandes,89.0,0.0,1.0,0.0,0.0,7.7,Apr,28,Sporting CP
Diogo Costa,90.0,0.0,0.0,0.0,0.0,7.1,Jun,11,Ireland
Diogo Costa,90.0,0.0,0.0,0.0,0.0,7.2,Jun,8,Croatia
Diogo Costa,120.0,0.0,0.0,0.0,0.0,6.7,May,26,Sporting CP
Diogo Costa,90.0,0.0,0.0,0.0,0.0,7.4,May,18,Braga
Diogo Costa,90.0,0.0,0.0,0.0,0.0,6.9,May,12,Boavista
Diogo Costa,90.0,0.0,0.0,0.0,0.0,6.7,May,4,Chaves
Diogo Costa,90.0,0.0,0.0,0.0,0.0,6.0,Apr,28,Sporting CP
Diogo Costa,90.0,0.0,0.0,0.0,0.0,5.9,Apr,13,Famalicao
Diogo Costa,90.0,0.0,0.0,0.0,0.0,6.5,Apr,7,Vitoria de Guimaraes
Diogo Costa,65.0,0.0,0.0,0.0,1.0,5.3,Mar,30,Estoril
Diogo Costa,90.0,0.0,0.0,0.0,0.0,6.9,Mar,26,Slovenia
Diogo Costa,90.0,0.0,0.0,0.0,0.0,6.6,Mar,16,Vizela
Diogo Costa,120.0,0.0,0.0,0.0,0.0,6.3,Mar,12,Arsenal
Diogo Costa,90.0,0.0,0.0,0.0,0.0,7.5,Mar,8,Portimonense
Diogo Costa,90.0,0.0,0.0,0.0,0.0,7.0,Mar,3,Benfica
Diogo Costa,90.0,0.0,0.0,0.0,0.0,6.7,Feb,29,Santa Clara
Diogo Costa,90.0,0.0,0.0,0.0,0.0,5.8,Feb,25,Gil Vicente
Diogo Costa,90.0,0.0,0.0,0.0,0.0,7.3,Feb,21,Arsenal
Diogo Costa,90.0,0.0,0.0,0.0,0.0,7.3,Feb,17,Estrela da Amadora
Ze Carlos,45.0,0.0,0.0,0.0,0.0,6.1,Apr,6,Rio Ave
Ze Carlos,7.0,0.0,0.0,0.0,0.0,6.8,Mar,29,Famalicao
Ze Carlos,58.0,0.0,0.0,0.0,0.0,5.8,Feb,4,Benfica
Ze Carlos,90.0,0.0,0.0,0.0,0.0,7.9,Jan,28,Vitoria de Guimaraes
Ze Carlos,90.0,0.0,0.0,0.0,0.0,7.4,Jan,21,Portimonense
Ze Carlos,90.0,0.0,0.0,0.0,0.0,7.6,Jan,14,Estrela da Amadora
Ze Carlos,90.0,0.0,1.0,0.0,0.0,6.8,Jan,10,Amarante FC
Ze Carlos,90.0,0.0,0.0,1.0,0.0,6.0,Jan,6,Farense
Godfried Frimpong,90.0,0.0,0.0,0.0,0.0,6.6,Apr,7,Estrela da Amadora
Godfried Frimpong,90.0,0.0,0.0,0.0,0.0,6.6,Mar,30,Vitoria de Guimaraes
Godfried Frimpong,90.0,0.0,1.0,0.0,0.0,8.1,Mar,17,Arouca
Godfried Frimpong,77.0,0.0,0.0,0.0,0.0,7.5,Mar,9,Boavista
Godfried Frimpong,90.0,0.0,0.0,0.0,0.0,7.7,Mar,2,Rio Ave
Godfried Frimpong,90.0,0.0,0.0,0.0,0.0,7.5,Feb,24,Farense
Godfried Frimpong,90.0,0.0,0.0,0.0,0.0,7.6,Feb,19,Sporting CP
Godfried Frimpong,90.0,0.0,0.0,0.0,0.0,8.1,Feb,10,Chaves
Godfried Frimpong,90.0,0.0,0.0,0.0,0.0,6.6,Feb,4,Braga
Godfried Frimpong,90.0,0.0,0.0,0.0,0.0,7.2,Jan,28,Famalicao
Godfried Frimpong,25.0,0.0,0.0,0.0,0.0,6.0,Jan,20,FC Porto
Godfried Frimpong,25.0,0.0,0.0,0.0,0.0,6.8,Jan,13,Estoril
Godfried Frimpong,24.0,0.0,0.0,0.0,0.0,6.4,Jan,8,Casa Pia AC
Tiago Esgaio,90.0,0.0,1.0,0.0,0.0,8.1,Mar,1,Chaves
Tiago Esgaio,90.0,0.0,0.0,0.0,0.0,7.5,Feb,23,Famalicao
Tiago Esgaio,90.0,0.0,0.0,0.0,0.0,6.4,Feb,18,Casa Pia AC
Tiago Esgaio,85.0,0.0,0.0,0.0,0.0,6.5,Feb,12,FC Porto
Tiago Esgaio,28.0,0.0,0.0,0.0,0.0,6.9,Feb,3,Portimonense
Tiago Esgaio,83.0,0.0,0.0,0.0,0.0,7.6,Jan,28,Vizela
Tiago Esgaio,90.0,1.0,0.0,1.0,0.0,8.2,Jan,20,Estoril
Tiago Esgaio,90.0,0.0,0.0,0.0,0.0,7.1,Jan,15,Vitoria de Guimaraes
Tiago Esgaio,90.0,0.0,0.0,0.0,0.0,7.0,Jan,10,Vizela
Tiago Esgaio,90.0,0.0,0.0,0.0,0.0,5.2,Jan,6,Benfica
Morato,90.0,0.0,0.0,0.0,0.0,7.4,Apr,14,Moreirense
Morato,9.0,0.0,0.0,0.0,0.0,6.8,Mar,10,Estoril
Morato,45.0,0.0,0.0,1.0,0.0,5.3,Mar,3,FC Porto
Morato,44.0,0.0,0.0,0.0,0.0,6.8,Feb,29,Sporting CP
Morato,45.0,0.0,0.0,0.0,0.0,6.2,Feb,22,Toulouse
Morato,90.0,0.0,0.0,0.0,0.0,6.5,Feb,18,Vizela
Morato,77.0,0.0,0.0,0.0,0.0,7.4,Feb,11,Vitoria de Guimaraes
Morato,21.0,0.0,0.0,0.0,0.0,6.8,Feb,8,Vizela
Morato,67.0,0.0,0.0,0.0,0.0,7.0,Feb,4,Gil Vicente
Morato,90.0,0.0,0.0,0.0,0.0,7.0,Jan,29,Estrela da Amadora
Morato,81.0,0.0,0.0,1.0,0.0,6.8,Jan,24,Estoril
Toni Borevkovic,90.0,0.0,0.0,0.0,0.0,6.5,May,18,Arouca
Toni Borevkovic,90.0,0.0,0.0,0.0,0.0,6.1,May,11,Braga
Toni Borevkovic,90.0,0.0,0.0,1.0,0.0,6.6,May,4,Rio Ave
Toni Borevkovic,90.0,0.0,0.0,0.0,0.0,7.8,Apr,27,Boavista
Toni Borevkovic,90.0,0.0,0.0,0.0,0.0,6.6,Apr,21,Sporting CP
Toni Borevkovic,90.0,0.0,0.0,1.0,0.0,7.0,Apr,17,FC Porto
Toni Borevkovic,90.0,0.0,0.0,0.0,0.0,7.1,Apr,13,Farense
Toni Borevkovic,90.0,0.0,0.0,0.0,0.0,7.3,Apr,7,FC Porto
Toni Borevkovic,90.0,0.0,0.0,1.0,0.0,7.0,Apr,3,FC Porto
Toni Borevkovic,90.0,0.0,0.0,0.0,0.0,7.3,Mar,30,Moreirense
Toni Borevkovic,90.0,0.0,0.0,0.0,0.0,7.2,Mar,17,Chaves
Toni Borevkovic,90.0,0.0,0.0,0.0,0.0,7.5,Mar,9,Famalicao
Toni Borevkovic,90.0,0.0,0.0,0.0,0.0,7.1,Mar,2,Estoril
Toni Borevkovic,90.0,0.0,0.0,0.0,0.0,6.8,Feb,24,Casa Pia AC
Toni Borevkovic,64.0,0.0,0.0,0.0,1.0,5.6,Feb,11,Benfica
Toni Borevkovic,90.0,0.0,0.0,0.0,0.0,7.0,Feb,8,Gil Vicente
Toni Borevkovic,90.0,0.0,0.0,0.0,0.0,7.5,Feb,4,Vizela
Toni Borevkovic,90.0,0.0,0.0,0.0,0.0,6.5,Jan,28,Gil Vicente
Toni Borevkovic,90.0,0.0,0.0,0.0,0.0,7.0,Jan,21,Estrela da Amadora
Toni Borevkovic,90.0,0.0,0.0,0.0,0.0,7.0,Jan,15,Arouca
Vasco Sousa,73.0,0.0,0.0,0.0,0.0,6.7,Aug,31,Sporting CP
Vasco Sousa,78.0,0.0,0.0,0.0,0.0,7.8,Aug,24,Rio Ave
Vasco Sousa,73.0,0.0,0.0,0.0,0.0,7.0,Aug,16,Santa Clara
Vasco Sousa,29.0,0.0,0.0,0.0,0.0,6.5,Aug,10,Gil Vicente
Vasco Sousa,45.0,0.0,1.0,0.0,0.0,6.6,Aug,3,Sporting CP
Vasco Sousa,26.0,0.0,0.0,0.0,0.0,7.2,Jul,28,Al Nassr FC
Vasco Sousa,90.0,0.0,0.0,0.0,0.0,7.0,Mar,21,Faroe Islands U
Vasco Sousa,73.0,0.0,0.0,0.0,0.0,6.7,Aug,31,Sporting CP
Vasco Sousa,78.0,0.0,0.0,0.0,0.0,7.8,Aug,24,Rio Ave
Vasco Sousa,73.0,0.0,0.0,0.0,0.0,7.0,Aug,16,Santa Clara
Vasco Sousa,29.0,0.0,0.0,0.0,0.0,6.5,Aug,10,Gil Vicente
Vasco Sousa,45.0,0.0,1.0,0.0,0.0,6.6,Aug,3,Sporting CP
Vasco Sousa,26.0,0.0,0.0,0.0,0.0,7.2,Jul,28,Al Nassr FC
Vasco Sousa,90.0,0.0,0.0,0.0,0.0,7.0,Mar,21,Faroe Islands U
Rafael Rodrigues,45.0,0.0,0.0,0.0,0.0,7.1,Aug,10,Nacional
Rafael Rodrigues,90.0,0.0,0.0,0.0,0.0,7.1,Mar,26,Croatia U
Rafael Rodrigues,90.0,0.0,0.0,0.0,0.0,7.1,Mar,21,Faroe Islands U
Rafael Rodrigues,45.0,0.0,0.0,0.0,0.0,7.1,Aug,10,Nacional
Rafael Rodrigues,90.0,0.0,0.0,0.0,0.0,7.1,Mar,26,Croatia U
Rafael Rodrigues,90.0,0.0,0.0,0.0,0.0,7.1,Mar,21,Faroe Islands U
Jorge Fernandes,1.0,0.0,0.0,0.0,0.0,7.2,Apr,27,Boavista
Jorge Fernandes,69.0,0.0,0.0,0.0,0.0,7.2,Apr,17,FC Porto
Jorge Fernandes,90.0,1.0,0.0,1.0,0.0,8.2,Apr,13,Farense
Jorge Fernandes,90.0,0.0,0.0,0.0,0.0,7.1,Apr,7,FC Porto
Jorge Fernandes,52.0,0.0,0.0,1.0,0.0,7.1,Mar,9,Famalicao
Jorge Fernandes,90.0,0.0,0.0,0.0,0.0,7.3,Mar,2,Estoril
Jorge Fernandes,45.0,0.0,0.0,0.0,0.0,6.6,Feb,24,Casa Pia AC
Jorge Fernandes,90.0,0.0,0.0,1.0,0.0,7.1,Feb,17,Portimonense
Jorge Fernandes,90.0,0.0,0.0,0.0,0.0,6.7,Feb,11,Benfica
Jorge Fernandes,90.0,0.0,0.0,0.0,0.0,7.2,Feb,8,Gil Vicente
Jorge Fernandes,90.0,0.0,0.0,0.0,0.0,7.9,Feb,4,Vizela
Jorge Fernandes,90.0,0.0,0.0,0.0,0.0,7.1,Jan,28,Gil Vicente
Jorge Fernandes,90.0,0.0,0.0,0.0,0.0,7.6,Jan,21,Estrela da Amadora
Jorge Fernandes,90.0,0.0,0.0,0.0,0.0,7.9,Jan,15,Arouca
Jorge Fernandes,90.0,0.0,0.0,0.0,0.0,7.2,Jan,11,Penafiel
Jorge Fernandes,90.0,0.0,0.0,0.0,0.0,7.1,Jan,6,Braga
Luis Esteves,90.0,0.0,1.0,1.0,0.0,8.3,Sep,1,Farense
Luis Esteves,90.0,0.0,0.0,1.0,0.0,7.2,Aug,25,Arouca
Luis Esteves,90.0,0.0,0.0,0.0,0.0,7.2,Aug,17,Sporting CP
Luis Esteves,90.0,0.0,0.0,0.0,0.0,6.9,Aug,10,AVS Futebol SAD
Luis Esteves,90.0,0.0,1.0,1.0,0.0,8.3,Sep,1,Farense
Luis Esteves,90.0,0.0,0.0,1.0,0.0,7.2,Aug,25,Arouca
Luis Esteves,90.0,0.0,0.0,0.0,0.0,7.2,Aug,17,Sporting CP
Luis Esteves,90.0,0.0,0.0,0.0,0.0,6.9,Aug,10,AVS Futebol SAD
Fredrik Aursnes,90.0,0.0,0.0,0.0,0.0,7.3,Apr,11,Marseille
Fredrik Aursnes,89.0,0.0,0.0,0.0,1.0,5.3,Apr,6,Sporting CP
Fredrik Aursnes,90.0,0.0,0.0,0.0,0.0,7.1,Apr,2,Sporting CP
Fredrik Aursnes,90.0,0.0,0.0,0.0,0.0,8.0,Mar,29,Chaves
Fredrik Aursnes,90.0,0.0,0.0,0.0,0.0,7.5,Mar,17,Casa Pia AC
Fredrik Aursnes,90.0,0.0,0.0,0.0,0.0,7.8,Mar,14,Rangers
Fredrik Aursnes,81.0,0.0,0.0,0.0,0.0,7.4,Mar,10,Estoril
Fredrik Aursnes,90.0,0.0,0.0,0.0,0.0,7.5,Mar,7,Rangers
Fredrik Aursnes,90.0,0.0,0.0,0.0,0.0,4.3,Mar,3,FC Porto
Fredrik Aursnes,90.0,1.0,0.0,0.0,0.0,7.1,Feb,29,Sporting CP
Fredrik Aursnes,90.0,0.0,0.0,0.0,0.0,7.1,Feb,25,Portimonense
Fredrik Aursnes,22.0,0.0,0.0,0.0,0.0,6.0,Feb,22,Toulouse
Fredrik Aursnes,24.0,0.0,0.0,0.0,0.0,6.4,Feb,18,Vizela
Fredrik Aursnes,90.0,0.0,0.0,0.0,0.0,7.9,Feb,15,Toulouse
Fredrik Aursnes,87.0,0.0,0.0,0.0,0.0,6.7,Feb,11,Vitoria de Guimaraes
Fredrik Aursnes,84.0,0.0,0.0,0.0,0.0,7.1,Feb,8,Vizela
Fredrik Aursnes,90.0,0.0,1.0,0.0,0.0,8.0,Feb,4,Gil Vicente
Fredrik Aursnes,90.0,0.0,0.0,0.0,0.0,7.7,Jan,29,Estrela da Amadora
Fredrik Aursnes,81.0,0.0,0.0,0.0,0.0,7.1,Jan,24,Estoril
Fredrik Aursnes,90.0,0.0,0.0,0.0,0.0,7.7,Jan,19,Boavista
Robson Bambu,73.0,0.0,0.0,0.0,0.0,7.0,Mar,1,Chaves
Robson Bambu,90.0,0.0,0.0,0.0,0.0,7.0,Feb,23,Famalicao
Robson Bambu,90.0,0.0,0.0,0.0,0.0,7.0,Feb,18,Casa Pia AC
Robson Bambu,90.0,0.0,0.0,0.0,0.0,6.7,Feb,12,FC Porto
Robson Bambu,90.0,0.0,0.0,0.0,0.0,7.0,Feb,3,Portimonense
Robson Bambu,15.0,0.0,0.0,0.0,0.0,6.7,Jan,6,Nice
Rivaldo,90.0,0.0,0.0,0.0,0.0,6.1,Sep,1,Nacional
Rivaldo,90.0,0.0,0.0,0.0,0.0,5.9,Aug,23,Sporting CP
Rivaldo,90.0,0.0,0.0,0.0,0.0,7.3,Aug,17,Rio Ave
Rivaldo,90.0,0.0,1.0,0.0,0.0,8.0,Aug,11,Moreirense
Rivaldo,90.0,0.0,0.0,0.0,0.0,6.1,Sep,1,Nacional
Rivaldo,90.0,0.0,0.0,0.0,0.0,5.9,Aug,23,Sporting CP
Rivaldo,90.0,0.0,0.0,0.0,0.0,7.3,Aug,17,Rio Ave
Rivaldo,90.0,0.0,1.0,0.0,0.0,8.0,Aug,11,Moreirense
Eduardo Quaresma,45.0,0.0,0.0,0.0,0.0,7.5,Apr,16,Famalicao
Eduardo Quaresma,90.0,0.0,0.0,0.0,0.0,7.3,Apr,12,Gil Vicente
Eduardo Quaresma,1.0,0.0,0.0,0.0,0.0,7.0,Mar,29,Estrela da Amadora
Eduardo Quaresma,17.0,0.0,0.0,0.0,0.0,6.3,Mar,17,Boavista
Eduardo Quaresma,15.0,0.0,0.0,0.0,0.0,6.6,Mar,14,Atalanta
Eduardo Quaresma,45.0,0.0,0.0,0.0,0.0,7.1,Mar,10,Arouca
Eduardo Quaresma,90.0,0.0,0.0,0.0,0.0,7.0,Mar,6,Atalanta
Eduardo Quaresma,35.0,0.0,0.0,0.0,0.0,6.3,Mar,3,Farense
Eduardo Quaresma,92.0,0.0,0.0,0.0,0.0,7.0,Feb,29,Benfica
Eduardo Quaresma,45.0,0.0,0.0,0.0,0.0,6.7,Feb,25,Rio Ave
Eduardo Quaresma,80.0,0.0,0.0,0.0,0.0,7.3,Feb,22,Young Boys
Eduardo Quaresma,90.0,0.0,0.0,0.0,0.0,7.2,Feb,19,Moreirense
Eduardo Quaresma,90.0,0.0,0.0,0.0,0.0,7.9,Feb,15,Young Boys
Eduardo Quaresma,76.0,1.0,0.0,0.0,0.0,8.0,Feb,11,Braga
Eduardo Quaresma,87.0,0.0,0.0,0.0,0.0,7.0,Feb,7,Uniao de Leiria
Eduardo Quaresma,90.0,0.0,0.0,0.0,0.0,7.6,Jan,29,Casa Pia AC
Marios Vrousai,4.0,0.0,0.0,0.0,0.0,6.9,Mar,30,Boavista
Marios Vrousai,21.0,0.0,0.0,0.0,0.0,6.0,Mar,16,Farense
Marios Vrousai,31.0,0.0,0.0,0.0,0.0,6.6,Mar,9,Braga
Marios Vrousai,81.0,0.0,0.0,0.0,0.0,6.9,Mar,2,Moreirense
Marios Vrousai,90.0,0.0,0.0,0.0,0.0,7.6,Feb,25,Sporting CP
Marios Vrousai,27.0,0.0,0.0,0.0,0.0,6.9,Feb,16,Famalicao
Marios Vrousai,9.0,0.0,0.0,0.0,0.0,6.9,Feb,11,Casa Pia AC
Marios Vrousai,45.0,0.0,0.0,0.0,0.0,6.6,Feb,3,FC Porto
Marios Vrousai,5.0,0.0,0.0,0.0,0.0,6.9,Jan,17,Panathinaikos
Leandro Barreiro,90.0,0.0,0.0,0.0,0.0,7.5,Apr,13,Hoffenheim
Leandro Barreiro,85.0,0.0,0.0,0.0,0.0,7.5,Apr,6,Darmstadt
Leandro Barreiro,90.0,0.0,0.0,1.0,0.0,7.2,Mar,30,RB Leipzig
Leandro Barreiro,90.0,0.0,0.0,0.0,0.0,7.1,Mar,26,Kazakhstan
Leandro Barreiro,90.0,0.0,0.0,1.0,0.0,6.5,Mar,21,Georgia
Leandro Barreiro,90.0,0.0,0.0,0.0,0.0,8.3,Mar,16,Bochum
Leandro Barreiro,90.0,0.0,0.0,0.0,0.0,6.7,Feb,23,Bayer Leverkusen
Leandro Barreiro,90.0,0.0,0.0,0.0,0.0,6.7,Feb,17,Augsburg
Leandro Barreiro,45.0,0.0,0.0,0.0,0.0,6.9,Feb,11,VfB Stuttgart
Leandro Barreiro,90.0,0.0,0.0,0.0,0.0,6.8,Feb,7,Union Berlin
Leandro Barreiro,90.0,0.0,0.0,0.0,0.0,6.9,Feb,3,Werder Bremen
Leandro Barreiro,90.0,0.0,0.0,0.0,0.0,6.4,Jan,26,Eintracht Frankfurt
Leandro Barreiro,12.0,0.0,0.0,0.0,0.0,5.9,Jan,13,Wolfsburg
Ricardo Mangas,90.0,0.0,0.0,0.0,0.0,6.5,May,18,Arouca
Ricardo Mangas,90.0,1.0,0.0,0.0,0.0,7.5,May,11,Braga
Ricardo Mangas,22.0,0.0,0.0,0.0,0.0,6.3,May,4,Rio Ave
Ricardo Mangas,10.0,0.0,0.0,0.0,0.0,6.0,Apr,7,FC Porto
Ricardo Mangas,90.0,0.0,0.0,0.0,0.0,7.1,Apr,3,FC Porto
Ricardo Mangas,90.0,0.0,0.0,1.0,0.0,6.7,Mar,30,Moreirense
Ricardo Mangas,90.0,0.0,0.0,0.0,0.0,7.4,Mar,17,Chaves
Ricardo Mangas,90.0,0.0,0.0,0.0,0.0,7.4,Mar,9,Famalicao
Ricardo Mangas,90.0,0.0,0.0,0.0,0.0,7.0,Mar,2,Estoril
Ricardo Mangas,90.0,0.0,0.0,0.0,0.0,6.7,Feb,24,Casa Pia AC
Ricardo Mangas,90.0,0.0,1.0,0.0,0.0,7.1,Feb,17,Portimonense
Ricardo Mangas,90.0,0.0,0.0,0.0,0.0,6.8,Feb,11,Benfica
Ricardo Mangas,82.0,0.0,0.0,0.0,0.0,7.1,Feb,8,Gil Vicente
Ricardo Mangas,90.0,0.0,1.0,0.0,0.0,8.0,Feb,4,Vizela
Ricardo Mangas,87.0,0.0,0.0,0.0,0.0,6.3,Jan,28,Gil Vicente
Ricardo Mangas,90.0,0.0,0.0,0.0,0.0,7.3,Jan,21,Estrela da Amadora
Ricardo Mangas,90.0,0.0,0.0,0.0,0.0,6.6,Jan,15,Arouca
Ricardo Mangas,90.0,0.0,1.0,1.0,0.0,7.1,Jan,11,Penafiel
Ricardo Mangas,90.0,0.0,0.0,0.0,0.0,7.1,Jan,6,Braga
Stephen Eustaquio,90.0,0.0,0.0,0.0,0.0,6.9,Jun,21,Argentina
Stephen Eustaquio,90.0,0.0,0.0,0.0,0.0,7.5,Jun,9,France
Stephen Eustaquio,71.0,0.0,0.0,0.0,0.0,7.0,Jun,6,Netherlands
Stephen Eustaquio,35.0,0.0,0.0,0.0,0.0,6.9,May,26,Sporting CP
Stephen Eustaquio,14.0,0.0,0.0,0.0,0.0,6.2,May,18,Braga
Stephen Eustaquio,11.0,0.0,0.0,1.0,0.0,6.3,May,4,Chaves
Stephen Eustaquio,4.0,0.0,0.0,0.0,0.0,6.9,Apr,17,Vitoria de Guimaraes
Stephen Eustaquio,3.0,0.0,0.0,0.0,0.0,6.9,Apr,13,Famalicao
Stephen Eustaquio,5.0,0.0,0.0,0.0,0.0,6.9,Mar,30,Estoril
Stephen Eustaquio,89.0,0.0,0.0,0.0,0.0,8.1,Mar,23,Trinidad and Tobago
Stephen Eustaquio,14.0,0.0,0.0,0.0,0.0,6.7,Mar,16,Vizela
